hand_number,player_id,pot_size,player_chips,player_state
156,1,30,6020,OUT
156,2,30,4640,IN
156,3,30,4420,OUT
156,4,30,4590,OUT
157,0,30,5330,OUT
157,1,30,6020,OUT
157,2,30,4630,OUT
157,3,30,4430,IN
157,4,30,4590,OUT
158,0,30,5330,OUT
158,1,30,6020,OUT
158,2,30,4630,OUT
158,3,30,4420,OUT
158,4,30,4600,IN
159,0,30,5340,IN
159,1,30,6020,OUT
159,2,30,4630,OUT
159,3,30,4420,OUT
159,4,30,4590,OUT
160,0,450,5330,OUT
160,1,450,5840,OUT
160,2,450,4630,OUT
160,3,450,4420,OUT
160,4,450,4780,IN
161,0,30,5330,OUT
161,1,30,5830,OUT
161,2,30,4640,IN
161,3,30,4420,OUT
161,4,30,4780,OUT
162,0,230,5250,OUT
162,1,230,5830,OUT
162,2,230,4630,OUT
162,3,230,4510,IN
162,4,230,4780,OUT
163,0,110,5250,OUT
163,1,110,5860,IN
163,2,110,4630,OUT
163,3,110,4500,OUT
163,4,110,4760,OUT
164,0,130,5230,OUT
164,1,130,5860,OUT
164,2,130,4660,IN
164,3,130,4500,OUT
164,4,130,4750,OUT
165,0,30,5220,OUT
165,1,30,5870,IN
165,2,30,4660,OUT
165,3,30,4500,OUT
165,4,30,4750,OUT
166,0,30,5220,OUT
166,1,30,5860,OUT
166,2,30,4670,IN
166,3,30,4500,OUT
166,4,30,4750,OUT
167,0,30,5220,OUT
167,1,30,5860,OUT
167,2,30,4660,OUT
167,3,30,4510,IN
167,4,30,4750,OUT
168,0,700,5580,IN
168,1,700,5860,OUT
168,2,700,4660,OUT
168,3,700,4170,OUT
168,4,700,4730,OUT
169,0,250,5560,OUT
169,1,250,5780,OUT
169,2,250,4660,OUT
169,3,250,4280,IN
169,4,250,4720,OUT
170,0,30,5550,OUT
170,1,30,5790,IN
170,2,30,4660,OUT
170,3,30,4280,OUT
170,4,30,4720,OUT
171,0,30,5550,OUT
171,1,30,5780,OUT
171,2,30,4670,IN
171,3,30,4280,OUT
171,4,30,4720,OUT
172,0,470,5370,OUT
172,1,470,5780,OUT
172,2,470,4660,OUT
172,3,470,4260,OUT
172,4,470,4930,IN
173,0,30,5370,OUT
173,1,30,5780,OUT
173,2,30,4660,OUT
173,3,30,4250,OUT
173,4,30,4940,IN
174,0,30,5380,IN
174,1,30,5780,OUT
174,2,30,4660,OUT
174,3,30,4250,OUT
174,4,30,4930,OUT
175,0,30,5370,OUT
175,1,30,5790,IN
175,2,30,4660,OUT
175,3,30,4250,OUT
175,4,30,4930,OUT
176,0,450,5370,OUT
176,1,450,5780,OUT
176,2,450,4480,OUT
176,3,450,4440,IN
176,4,450,4930,OUT
177,0,690,5370,OUT
177,1,690,6130,IN
177,2,690,4470,OUT
177,3,690,4100,OUT
177,4,690,4930,OUT
178,0,30,5370,OUT
178,1,30,6130,OUT
178,2,30,4470,OUT
178,3,30,4090,OUT
178,4,30,4940,IN
179,0,110,5350,OUT
179,1,110,6130,OUT
179,2,110,4500,IN
179,3,110,4090,OUT
179,4,110,4930,OUT
180,0,1020,5170,OUT
180,1,1020,6730,IN
180,2,1020,4500,OUT
180,3,1020,3670,OUT
180,4,1020,4930,OUT
181,0,250,5280,IN
181,1,250,6720,OUT
181,2,250,4480,OUT
181,3,250,3590,OUT
181,4,250,4930,OUT
182,0,710,5280,OUT
182,1,710,6380,OUT
182,2,710,4470,OUT
182,3,710,3570,OUT
182,4,710,5300,IN
183,0,270,5200,OUT
183,1,270,6490,IN
183,2,270,4470,OUT
183,3,270,3560,OUT
183,4,270,5280,OUT
184,0,30,5210,IN
184,1,30,6490,OUT
184,2,30,4470,OUT
184,3,30,3560,OUT
184,4,30,5270,OUT
185,0,120,5230,IN
185,1,120,6470,OUT
185,2,120,4470,OUT
185,3,120,3560,OUT
185,4,120,5270,OUT
186,0,110,5230,OUT
186,1,110,6460,OUT
186,2,110,4450,OUT
186,3,110,3560,OUT
186,4,110,5300,IN
